"RowIDFile","Dataset_name","Program","DatasetID","SampleDesign","SampMethod","MethodCode","Method_area","Region","Island","Moku","Site","Latitude","Longitude","coord.join10","Survey_date","Year","Month","Day","Reef_Habitat","Habitat_Category","SurveyDomain","Management","Rugosity","Depth","SurveyID","RepID","TransID","Replicate","Diver","SpeciesCode","Taxon","Number","Size_cm","num_line_m2","bio_line_gm2","Count_max_from_CRED","MaxSize_touse","a.final","b.final","use4biomass","QC"
163426,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.26925853,-157.6966791,28253,"2025-04-28",2025,4,28,"Hard_Bottom","Rock_Rubble",NA,NA,"R1 = 0m-0.5m",0.9144,"HBAY_2025_7","HBAY_2025_7","HBAY_2025_7","HBAY_2025_7_JS","JS","RHRE","Rhinecanthus rectangulus",1,13,0.008,0.366413294167617,25,30,0.0237,2.95,1,"JS_2025"
163427,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.26825526,-157.6969705,28254,"2025-04-28",2025,4,28,"Hard_Bottom","Rock_Rubble",NA,NA,"R1 = 0m-0.5m",0.9144,"HBAY_2025_16","HBAY_2025_16","HBAY_2025_16","HBAY_2025_16_JS","JS","NONE","No fish",0,0,0,0,0,0,0,0,1,"JS_2025"
163428,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","ABAB","Abudefduf abdominalis",1,15,0.008,0.521137016689739,300,30,0.017372364,3.038882389,1,"JS_2025"
163429,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","ABSO","Abudefduf sordidus",1,19,0.008,5.91308837352751,300,24,0.173502382,2.838247289,1,"JS_2025"
163430,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","ACGU","Acanthurus guttatus",1,20,0.008,0.1856,20,28,0.0029,3,1,"JS_2025"
163431,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","ACGU","Acanthurus guttatus",2,21,0.016,0.4297104,20,28,0.0029,3,1,"JS_2025"
163432,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","ACNC","Acanthurus nigricans",1,20,0.008,1.59079364774264,20,22,0.067,2.669,1,"JS_2025"
163433,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","ACNC","Acanthurus nigricans",1,23,0.008,2.31002342556943,20,22,0.067,2.669,1,"JS_2025"
163434,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","ACNF","Acanthurus nigrofuscus",2,12,0.016,0.376001324846052,30,21,0.00623926,3.313564169,1,"JS_2025"
163435,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","ACNF","Acanthurus nigrofuscus",1,13,0.008,0.24510143235711,30,21,0.00623926,3.313564169,1,"JS_2025"
163436,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","ACNF","Acanthurus nigrofuscus",13,15,0.104,5.1194143155192,30,21,0.00623926,3.313564169,1,"JS_2025"
163437,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","CAAM","Canthigaster amboinensis",1,12,0.008,1.46326513626517,3,15,0.246312768,2.660114901,1,"JS_2025"
163438,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","CAME","Caranx melampygus",1,22,0.008,1.0650394848004,40,117,0.008246757,3.134625617,1,"JS_2025"
163439,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","CEAR","Cephalopholis argus",1,40,0.008,9.97755109280387,4,60,0.011606935,3.140466929,1,"JS_2025"
163440,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","CHOR","Chaetodon ornatissimus",1,18,0.008,1.77902536808924,10,20,0.025116775,3.144439365,1,"JS_2025"
163441,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","CTHA","Ctenochaetus hawaiiensis",1,19,0.008,1.12521678030847,20,28,0.0224,2.97,1,"JS_2025"
163442,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","CTST","Ctenochaetus strigosus",2,18,0.016,2.06357254103893,40,18,0.026395753,2.938776789,1,"JS_2025"
163443,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","CTST","Ctenochaetus strigosus",2,19,0.016,2.41894191384982,40,18,0.026395753,2.938776789,1,"JS_2025"
163444,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","CTST","Ctenochaetus strigosus",1,20,0.008,1.40624436702747,40,18,0.026395753,2.938776789,1,"JS_2025"
163445,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","GOVA","Gomphosus varius",1,12,0.008,0.154142202348177,20,32,0.019036112,2.784753101,1,"JS_2025"
163446,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","NALI","Naso lituratus",2,23,0.016,3.16714018573529,60,46,0.386307204,1.989835579,1,"JS_2025"
163447,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","NALI","Naso lituratus",1,35,0.008,3.65144131478615,60,46,0.386307204,1.989835579,1,"JS_2025"
163448,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","PLIM","Plectroglyphidodon imparipennis",2,5,0.016,0.0299146470782491,300,6,0.0152,2.99,1,"JS_2025"
163449,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","STMA","Plectroglyphidodon marginatus",1,8,0.008,0.0822042459947272,300,17,0.008189834,3.431030361,1,"JS_2025"
163450,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","STMA","Plectroglyphidodon marginatus",1,10,0.008,0.176764661986818,300,17,0.008189834,3.431030361,1,"JS_2025"
163451,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","THDU","Thalassoma duperrey",1,10,0.008,0.105680240103702,50,28,0.026809625,2.692613065,1,"JS_2025"
163452,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","THDU","Thalassoma duperrey",1,12,0.008,0.172662589098716,50,28,0.026809625,2.692613065,1,"JS_2025"
163453,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","THDU","Thalassoma duperrey",1,16,0.008,0.374636358527681,50,28,0.026809625,2.692613065,1,"JS_2025"
163454,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","THTR","Thalassoma trilobatum",1,17,0.008,0.418921751435083,20,30,0.00979,3.03,1,"JS_2025"
163455,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","ZEFL","Zebrasoma flavescens",1,15,0.008,0.696567929002259,20,22,0.037692429,2.859998607,1,"JS_2025"
163456,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27192739,-157.6941802,28255,"2025-04-28",2025,4,28,"Hard_Bottom","Pavement_with_Ledges",NA,NA,"R4 = 1.5m-2m",3.048,"HBAY_2025_13","HBAY_2025_13","HBAY_2025_13","HBAY_2025_13_MC","MC","ZEFL","Zebrasoma flavescens",1,16,0.008,0.837771506554456,20,22,0.037692429,2.859998607,1,"JS_2025"
163457,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27050554,-157.6953155,28256,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",3.6576,"HBAY_2025_25","HBAY_2025_25","HBAY_2025_25","HBAY_2025_25_MC","MC","ACBL","Acanthurus blochii",1,30,0.008,6.0339165493286,20,45,0.02506,3.03193,1,"JS_2025"
163458,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27050554,-157.6953155,28256,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",3.6576,"HBAY_2025_25","HBAY_2025_25","HBAY_2025_25","HBAY_2025_25_MC","MC","ACNF","Acanthurus nigrofuscus",10,14,0.08,3.1332270181827,30,21,0.00623926,3.313564169,1,"JS_2025"
163459,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27050554,-157.6953155,28256,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",3.6576,"HBAY_2025_25","HBAY_2025_25","HBAY_2025_25","HBAY_2025_25_MC","MC","ACNF","Acanthurus nigrofuscus",10,15,0.08,3.93801101193785,30,21,0.00623926,3.313564169,1,"JS_2025"
163460,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27050554,-157.6953155,28256,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",3.6576,"HBAY_2025_25","HBAY_2025_25","HBAY_2025_25","HBAY_2025_25_MC","MC","CAJA","Canthigaster jactator",2,6,0.016,0.0994419344081053,15,9,0.034555953,2.897800017,1,"JS_2025"
163461,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27050554,-157.6953155,28256,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",3.6576,"HBAY_2025_25","HBAY_2025_25","HBAY_2025_25","HBAY_2025_25_MC","MC","CAJA","Canthigaster jactator",1,8,0.008,0.114442422231857,15,9,0.034555953,2.897800017,1,"JS_2025"
163462,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27050554,-157.6953155,28256,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",3.6576,"HBAY_2025_25","HBAY_2025_25","HBAY_2025_25","HBAY_2025_25_MC","MC","CHSP","Chlorurus spilurus",3,15,0.024,1.58932234108282,30,37,0.007567595,3.351817161,1,"JS_2025"
163463,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27050554,-157.6953155,28256,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",3.6576,"HBAY_2025_25","HBAY_2025_25","HBAY_2025_25","HBAY_2025_25_MC","MC","CHUN","Chaetodon unimaculatus",1,12,0.008,0.3884544,10,20,0.0281,3,1,"JS_2025"
163464,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27050554,-157.6953155,28256,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",3.6576,"HBAY_2025_25","HBAY_2025_25","HBAY_2025_25","HBAY_2025_25_MC","MC","CTST","Ctenochaetus strigosus",3,14,0.024,1.47897136649352,40,18,0.026395753,2.938776789,1,"JS_2025"
163465,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27050554,-157.6953155,28256,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",3.6576,"HBAY_2025_25","HBAY_2025_25","HBAY_2025_25","HBAY_2025_25_MC","MC","GOVA","Gomphosus varius",5,8,0.04,0.249184419653349,20,32,0.019036112,2.784753101,1,"JS_2025"
163466,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27050554,-157.6953155,28256,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",3.6576,"HBAY_2025_25","HBAY_2025_25","HBAY_2025_25","HBAY_2025_25_MC","MC","GOVA","Gomphosus varius",2,14,0.016,0.473567440589428,20,32,0.019036112,2.784753101,1,"JS_2025"
163467,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27050554,-157.6953155,28256,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",3.6576,"HBAY_2025_25","HBAY_2025_25","HBAY_2025_25","HBAY_2025_25_MC","MC","LUKA","Lutjanus kasmira",1,21,0.008,1.07425846826453,50,40,0.015200163,2.984505346,1,"JS_2025"
163468,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27050554,-157.6953155,28256,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",3.6576,"HBAY_2025_25","HBAY_2025_25","HBAY_2025_25","HBAY_2025_25_MC","MC","NALI","Naso lituratus",1,25,0.008,1.8693626476523,60,46,0.386307204,1.989835579,1,"JS_2025"
